date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:41:49	9745/9745	---MC-	200	added ('OK')	text/html		https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-34/lich-dau-3059.html	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-34/lich-dau-3059.html	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-34/tin-tuc/ket-qua-chung-cuoc-giai-dau-de-nhat-cao-thu-thien-long-34.html)
11:41:49	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2004:41:49%20GMT	http://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-34/tin-tuc.1.html	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-34/tin-tuc.1.172.delayed	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-34/tin-tuc/ket-qua-chung-cuoc-giai-dau-de-nhat-cao-thu-thien-long-34.html)
11:41:52	14455/14455	---MC-	200	added ('OK')	text/html		https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-34/tin-tuc.1.html	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-34/tin-tuc.1.html	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-34/tin-tuc/ket-qua-chung-cuoc-giai-dau-de-nhat-cao-thu-thien-long-34.html)
11:42:04	72841/72841	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Mar%202023%2009:24:14%20GMT	http://img.zing.vn/upload/ks3d/source/News/2023/t3/kq.png	D:/Game/Copier/TLBBVNG/img.zing.vn/upload/ks3d/source/News/2023/t3/kq.png	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-34/tin-tuc/ket-qua-chung-cuoc-giai-dau-de-nhat-cao-thu-thien-long-34.html)
11:42:53	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2004:42:53%20GMT	http://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/dang-ky-2882.html	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/dang-ky-2882.176.delayed	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/the-le-2881.html)
11:42:55	9354/9354	---MC-	200	added ('OK')	text/html		https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/dang-ky-2882.html	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/dang-ky-2882.html	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/the-le-2881.html)
11:42:56	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2004:42:55%20GMT	http://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/phan-thuong-2883.html	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/phan-thuong-2883.178.delayed	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/the-le-2881.html)
11:42:58	9871/9871	---MC-	200	added ('OK')	text/html		https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/phan-thuong-2883.html	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/phan-thuong-2883.html	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/the-le-2881.html)
11:42:58	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2004:42:58%20GMT	http://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/lich-dau-2884.html	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/lich-dau-2884.17a.delayed	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/the-le-2881.html)
11:43:00	10522/10522	---MC-	200	added ('OK')	text/html		https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/lich-dau-2884.html	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/lich-dau-2884.html	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/the-le-2881.html)
11:43:01	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2004:43:01%20GMT	http://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/tin-tuc.1.html	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/tin-tuc.1.17c.delayed	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/the-le-2881.html)
11:43:03	14021/14021	---MC-	200	added ('OK')	text/html		https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/tin-tuc.1.html	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/tin-tuc.1.html	(from https://ttl3d.zing.vn/su-kien/de-nhat-cao-thu-thien-long-33/the-le-2881.html)
11:43:29	172649/172649	---M--	200	added ('OK')	application/javascript	etag:%2264891f7d-2a269%22	http://open.id.zing.vn/widget/_static/openwidget.js?type=2&t=	D:/Game/Copier/TLBBVNG/open.id.zing.vn/widget/_static/openwidgetff1d.js	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:43:48	7563/7563	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/plugin/social-style-vr3.min.css	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/plugin/social-style-vr3.min.css	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:43:48	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2010%20Jan%202024%2004:43:48%20GMT	http://connect.facebook.net/en_US/all.js	D:/Game/Copier/TLBBVNG/connect.facebook.net/en_US/all.182.delayed	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:43:48	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22196a6e32c8a118972eb6415687225f58%22	https://connect.facebook.net/en_US/all.js	D:/Game/Copier/TLBBVNG/connect.facebook.net/en_US/all.js	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:43:49	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	http://www.google-analytics.com/analytics.js	D:/Game/Copier/TLBBVNG/www.google-analytics.com/analytics.js	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:44:11	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2004:44:11%20GMT	http://ttl3d.zing.vn/convert/check.php	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/convert/check.187.delayed	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:44:12	14061/14061	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2030%20Sep%202015%2008:19:40%20GMT	http://img.zing.vn/products/ks/skin-2014/js-full/transit.min.js	D:/Game/Copier/TLBBVNG/img.zing.vn/products/ks/skin-2014/js-full/transit.min.js	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:44:12	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2004:44:12%20GMT	http://ttl3d.zing.vn/convert/	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/convert/index.html	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:44:12	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2010%20Jan%202024%2004:44:12%20GMT	http://connect.facebook.net/en_US/sdk.js	D:/Game/Copier/TLBBVNG/connect.facebook.net/en_US/sdk.189.delayed	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:44:12	3322/3322	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2004:44:11%20GMT	https://ttl3d.zing.vn/convert/check.php	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/convert/check.html	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:44:12	25710/25710	---MC-	200	added ('OK')	text/html		https://ttl3d.zing.vn/app_dev.php	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/app_dev.html	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:44:12	25710/25710	---MC-	200	added ('OK')	text/html		https://ttl3d.zing.vn/app_dev.php/	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/app_dev.php/index.html	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:44:13	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%224a3c83b65e09342d4c6bc864458f5570%22	https://connect.facebook.net/en_US/sdk.js	D:/Game/Copier/TLBBVNG/connect.facebook.net/en_US/sdk.js	(from http://img.zing.vn/products/ks3d/skin-2014/js/skin-homepage-v25.js)
11:44:14	2683/2683	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2004:44:13%20GMT,%20Wed,%2010%20Jan%202024%2004:44:13%20GMT	https://ttl3d.zing.vn/Edge/	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/Edge/index.html	(from http://img.zing.vn/products/vendor/swiper/2019/swiper.min.js)
11:44:14	2686/2686	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2004:44:13%20GMT,%20Wed,%2010%20Jan%202024%2004:44:13%20GMT	https://ttl3d.zing.vn/Trident/	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/Trident/index.html	(from http://img.zing.vn/products/vendor/swiper/2019/swiper.min.js)
11:44:14	2686/2686	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2004:44:13%20GMT,%20Wed,%2010%20Jan%202024%2004:44:13%20GMT	https://ttl3d.zing.vn/Firefox/	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/Firefox/index.html	(from http://img.zing.vn/products/vendor/swiper/2019/swiper.min.js)
11:44:14	2684/2684	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2004:44:13%20GMT,%20Wed,%2010%20Jan%202024%2004:44:13%20GMT	https://ttl3d.zing.vn/Gecko/	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/Gecko/index.html	(from http://img.zing.vn/products/vendor/swiper/2019/swiper.min.js)
11:44:15	2686/2686	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2004:44:14%20GMT,%20Wed,%2010%20Jan%202024%2004:44:14%20GMT	https://ttl3d.zing.vn/Version/	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/Version/index.html	(from http://img.zing.vn/products/vendor/swiper/2019/swiper.min.js)
11:44:15	2686/2686	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2004:44:14%20GMT,%20Wed,%2010%20Jan%202024%2004:44:14%20GMT	https://ttl3d.zing.vn/version/	D:/Game/Copier/TLBBVNG/ttl3d.zing.vn/version/index-2.html	(from http://img.zing.vn/products/vendor/swiper/2019/swiper.min.js)
11:44:15	2463/2463	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/banner-center/images/popup-close.png	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/banner-center/images/popup-close.png	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:15	162/162	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2004:44:15%20GMT	http://img.zing.vn/products/ks3d/skin-2014/images/btn_arrow_left.png	D:/Game/Copier/TLBBVNG/img.zing.vn/products/ks3d/skin-2014/images/btn_arrow_left.png	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:16	162/162	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2004:44:15%20GMT	http://img.zing.vn/products/ks3d/skin-2014/images/thong-bao.png	D:/Game/Copier/TLBBVNG/img.zing.vn/products/ks3d/skin-2014/images/thong-bao.18e.delayed	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:16	1158/1158	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:07:08%20GMT	http://img.zing.vn/products/ks3d/skin-2014/images/bg-header.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/ks3d/skin-2014/images/bg-header.jpg	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:16	1622/1622	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Aug%202023%2022:07:08%20GMT	http://img.zing.vn/products/ks3d/skin-2014/images/event-more-hov.png	D:/Game/Copier/TLBBVNG/img.zing.vn/products/ks3d/skin-2014/images/event-more-hov.png	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:17	1427/1427	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:07:08%20GMT	http://img.zing.vn/products/ks3d/skin-2014/images/line-news.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/ks3d/skin-2014/images/line-news.jpg	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:17	1125/1125	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:07:08%20GMT	http://img.zing.vn/products/ks3d/skin-2014/images/content/dot.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/ks3d/skin-2014/images/content/dot.jpg	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:17	1068/1068	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Aug%202023%2022:07:08%20GMT	http://img.zing.vn/products/ks3d/skin-2014/images/overlay.png	D:/Game/Copier/TLBBVNG/img.zing.vn/products/ks3d/skin-2014/images/overlay.png	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:17	162/162	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2004:44:17%20GMT	http://img.zing.vn/products/ks3d/skin-2014/images/previous.png	D:/Game/Copier/TLBBVNG/img.zing.vn/products/ks3d/skin-2014/images/previous.png	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:18	1362/1362	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/fancybox/fancybox_sprite.png	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/fancybox/fancybox_sprite.png	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:18	43/43	---M--	200	added ('OK')	image/gif	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/fancybox/blank.gif	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/fancybox/blank.gif	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:18	6567/6567	---M--	200	added ('OK')	image/gif	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/fancybox/fancybox_loading.gif	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/fancybox/fancybox_loading.gif	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:18	1003/1003	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/fancybox/fancybox_overlay.png	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/fancybox/fancybox_overlay.png	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:19	6553/6553	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/fancybox/fancybox_sprite@2x.png	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/fancybox/fancybox_sprite@2x.png	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:20	5622/5622	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/nph-0.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/nph-0.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:20	5895/5895	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/nph-12.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/nph-12.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:21	13984/13984	---M--	200	added ('OK')	image/gif	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/fancybox/fancybox_loading@2x.gif	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/fancybox/fancybox_loading@2x.gif	(from http://img.zing.vn/products/ks3d/skin-2014/css/skin-subpage-v6.css)
11:44:21	5927/5927	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/nph-18.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/nph-18.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:22	8119/8119	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Nov%202023%2006:38:25%20GMT	http://img.zing.vn/products/vendor/general/rating/images/vng-0.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/vng-0.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:22	5622/5622	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/long-dinh-0.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/long-dinh-0.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:22	9261/9261	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Nov%202023%2010:18:25%20GMT	http://img.zing.vn/products/vendor/general/rating/images/vng-12.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/vng-12.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:23	9261/9261	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Nov%202023%2004:04:25%20GMT	http://img.zing.vn/products/vendor/general/rating/images/long-dinh-12.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/long-dinh-12.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:24	5622/5622	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/minh-phuong-thinh-0.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/minh-phuong-thinh-0.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:24	9262/9262	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Nov%202023%2004:04:25%20GMT	http://img.zing.vn/products/vendor/general/rating/images/long-dinh-18.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/long-dinh-18.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:24	5895/5895	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/minh-phuong-thinh-12.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/minh-phuong-thinh-12.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:25	5927/5927	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/minh-phuong-thinh-18.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/minh-phuong-thinh-18.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:25	5622/5622	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/nguyen-bao-0.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/nguyen-bao-0.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:25	5895/5895	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/nguyen-bao-12.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/nguyen-bao-12.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:26	5927/5927	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/nguyen-bao-18.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/nguyen-bao-18.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:26	5622/5622	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/bp-0.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/bp-0.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:26	5895/5895	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/bp-12.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/bp-12.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:27	5927/5927	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/bp-18.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/bp-18.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:27	2384/2384	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-vng-0.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-vng-0.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:27	2507/2507	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-vng-12.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-vng-12.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:27	2564/2564	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-vng-18.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-vng-18.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:27	2384/2384	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-long-dinh-0.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-long-dinh-0.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:28	2507/2507	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-long-dinh-12.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-long-dinh-12.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:28	2564/2564	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-long-dinh-18.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-long-dinh-18.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:28	2384/2384	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-minh-phuong-thinh-0.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-minh-phuong-thinh-0.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:28	2507/2507	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-minh-phuong-thinh-12.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-minh-phuong-thinh-12.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:29	2564/2564	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-minh-phuong-thinh-18.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-minh-phuong-thinh-18.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:29	2384/2384	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-nguyen-bao-0.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-nguyen-bao-0.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:29	2507/2507	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-nguyen-bao-12.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-nguyen-bao-12.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
11:44:29	2564/2564	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Aug%202023%2022:08:47%20GMT	http://img.zing.vn/products/vendor/general/rating/images/m-nguyen-bao-18.jpg	D:/Game/Copier/TLBBVNG/img.zing.vn/products/vendor/general/rating/images/m-nguyen-bao-18.jpg	(from http://img.zing.vn/products/vendor/general/rating/css/rating.css)
